x,y
0,0
0.6979457040036924,1.2463867359198557
1.8054062025047632,2.148683441817601
1.938942040373848,3.570926839137048
3.1869141229133935,4.2660338686052235
3.72888751323724,5.587727080131649
4.76858457361548,6.56733829069174
6.159855939829904,6.891332251694123
7.178139533494691,7.893183849530494
7.677031295179148,9.231733479293073
7.896534941863464,10.643266776918903
8.50969955903378,11.933474997891215
9.728604920576393,12.678376213366688
11.044012600970811,13.235431628539665
12.357219691765252,13.797655105371932
12.485046138603842,15.220423006578162
13.871875417965462,15.56293235115067
14.661593346920405,16.75329099202378
15.767862394164116,17.657048092313815
16.864177191536776,18.572854822075016
17.640844013117416,19.77176964368245
18.212522995938553,21.08088814168588
19.624629661091877,21.296672449372316
20.57431412260054,22.36377484595062
21.725191082692184,23.20999604867741
23.06263360090671,23.71184822978869
23.97503267738835,24.811000642536627
25.35819408263726,25.168033733781705
26.776780887024152,25.336020577414033
28.025692827759144,26.029437526661543
29.17793355864877,26.873800836672764
29.829329545324107,28.145135320495736
30.309350984894113,29.490567414199205
31.225197031258496,30.58684936724454
32.56307861776367,31.087529865870707
33.87266464100817,31.658137041550113
35.28453415942455,31.875467582848042
36.28424082884061,32.895857055715744
37.571417230530464,33.51536089924451
37.89531539598093,34.906654570484335
39.03027961153656,35.77410158939809
39.84900323707805,36.9446996101526
40.48237951758526,38.225106806518276
41.4764007719817,39.25103557939789
42.88963928284359,39.4592782566546
44.19355489901646,40.042726769477
45.59398470542698,40.32451473680554
45.8164877685691,41.73557833852821
46.630957759926936,42.909139898222335
47.74700381138957,43.80079527572467
48.501814948597776,45.01358884775604
49.51592861831427,46.019661194115045
50.33894438710976,47.18724551463675
51.27593725778646,48.26550914729585
52.57269131345817,48.86470612685527
53.83808143968396,49.527575593390296
55.040541667261536,50.29874191935912
56.46138932792456,50.44639023937185
57.60583680181803,51.301286771539935
59.00926463225538,51.56774206979475
59.24611756137426,52.9764680158829
60.66723259463401,53.12152029424249
61.22268511636087,54.437605624804846
62.348492673869984,55.31690389312426
62.59460938379998,56.724040939153326
63.67296090773617,57.660932657570484
64.25327710823215,58.966245343732716
65.65320977230805,59.250492836716475
66.48913143778005,60.40887233861069
67.58601689593708,61.32399549584025
68.79781426277137,62.08040493717983
69.0240613519636,63.49087307076038
69.8061197271247,64.68627793901823
70.45638998317246,65.95818858655355
71.02206023246164,67.26991465181385
71.75080669740449,68.49854669235629
73.05250838142922,69.08691802665234
74.45366926956193,69.3650479725074
75.8524751671999,69.65478951586523
77.17857513932059,70.1858892853584
78.0899905253678,71.28585751003155
78.80736788093706,72.52116226228121
79.61931443169178,73.6964711152776
80.57661688071249,74.75674472256635
81.24507196927586,76.01919309608026
82.38399015449278,76.88144217180974
82.9702987254704,78.1840742613931
83.99298329212513,79.18143296233293
84.86317314002645,80.31429558852538
86.14618698166096,80.94237486965827
86.95255151172783,82.12152046960095
87.86087624218919,83.224042254078
89.10588273446915,83.9244470908652
90.14518356745464,84.90447866166781
90.75849001520798,86.19461946885062
91.10361735929685,87.58079955007251
91.7868763560054,88.8352975551052
93.15314979326759,89.25231673433548
93.88102902257536,90.48146275037934
100,100
