x,y
2.2584360226687727,9.920855141491487
5.530281179840651,8.544895545342312
3.223171707113872,5.354639619403512
8.05179107004085,1.7696876034166586
0.6635494372806239,0.32412963298850017
8.07531169814106,1.3400011971423342
8.376669887836995,6.796033574588506
2.0980677467797912,9.402115741756491
6.069184056123755,4.364908824028361
6.714421871314294,4.986801458389278
3.8565833614082456,4.6730931965571365
3.6913251023432303,1.747212120424776
4.610450005941208,2.966319039850954
8.567848719052316,2.3641487641635814
1.153677502742445,7.142435563605034
3.100775699766103,1.6972119845141287
3.754368878926556,1.453567177389723
4.565154192338352,5.799269531082935
6.862554729109005,2.3043919008207467
1.517981268475821,1.0906031745462563
2.0006207062043324,6.56263502947266
7.280161630478009,5.52594598591128
8.108973165423311,0.22140492468379125
3.652686107982084,3.119242962211526
1.203526150390577,0.1944015976206248
5.7050168673343045,7.553790748948232
5.61229302411547,0.35302986584929363
7.5416982783415945,7.019964495544501
5.337138478210926,1.8271327249507086
6.748144211090238,1.4148271745510377
4.944345070428211,9.568752438723557
4.5223771601305405,6.129567796508947
6.692299141299173,9.776700844716949
9.120163723139365,8.951716231892897
2.936251488045528,6.238412862568844
5.701954546790758,7.466794319518428
6.126692475298601,9.794642780503255
7.448886723068494,5.615105565417217
5.256459378139722,2.4812060400788294
3.84261723252175,5.083060648218487
0.09734144033174852,4.075346734940717
0.8037406894244548,0.46831221874310547
9.85085243673805,3.845865634728509
3.7212405259870627,5.600471543511999
4.7854971323387385,2.397202927910568
8.135796696612534,5.812775790571402
7.473998516733418,9.32306371133992
6.605863914094571,8.684046267007483
9.386530227444476,6.156132576271397
9.864403774133567,8.426773476319452
2.9133213532536884,9.41258759571733
2.952592621644471,6.476171037624146
7.668142533518304,0.6058449320278025
0.714587349318242,6.860061067955012
2.195771369351087,5.5889656688848435
2.7585394180215808,8.959458835603606
3.8157550481979587,7.851998949434855
4.335016991362364,2.6646290454263886
6.609917214984381,0.1826060024603693
1.7342829813388017,8.655135409693077
4.118055200169851,5.643676545330701
9.307949216061711,0.5182419542120742
0.4406914585541011,0.31818923465639304
6.94794270442697,7.066790636428568
9.605282771867067,8.645616686248795
8.336082669607958,2.287107919173245
9.566912787878104,4.833256610785965
3.248260474358593,4.381558313965415
7.0140713325052975,7.896765997361049
9.389491435439238,8.551091353781645
6.097712853337603,3.8598415198415004
